406	    1.2610	0.4074	0.0000	0.0000	1.3580	0.4268	0	2	0.72	0.72	0.72	2.96	2.96	2.96
407	    1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
408	    1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
409	    1.0670	0.3492	1.4550	0.4656	0.0000	0.0000	0	2	0.72	0.72	0.72	2.96	2.96	2.96
410	    1.9400	0.6208	1.6490	0.5238	2.2310	0.6984	0	2	0.72	0.72	0.72	2.96	2.96	2.96
411	    1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
412	    1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1301	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1302	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1303	0.0000	0.0000	1.1640	0.3686	1.3580	0.4268	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1304	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1305	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1306	1.2610	0.4074	0.0000	0.0000	1.3580	0.4268	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1307	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1308	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1309	1.0670	0.3492	1.4550	0.4656	0.0000	0.0000	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1310	1.9400	0.6208	1.6490	0.5238	2.2310	0.6984	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1311	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1312	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1401	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1402	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1403	0.0000	0.0000	1.1640	0.3686	1.3580	0.4268	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1404	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1405	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1406	1.2610	0.4074	0.0000	0.0000	1.3580	0.4268	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1407	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1408	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1409	1.0670	0.3492	1.4550	0.4656	0.0000	0.0000	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1410	1.9400	0.6208	1.6490	0.5238	2.2310	0.6984	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1411	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1412	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1701	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1702	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1703	0.0000	0.0000	1.1640	0.3686	1.3580	0.4268	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1704	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1705	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1706	1.2610	0.4074	0.0000	0.0000	1.3580	0.4268	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1707	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1708	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1709	1.0670	0.3492	1.4550	0.4656	0.0000	0.0000	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1710	1.9400	0.6208	1.6490	0.5238	2.2310	0.6984	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1711	1.9400	0.6208	2.0370	0.6402	1.7460	0.5626	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#1712	1.7460	0.5626	1.9400	0.6208	1.4550	0.4656	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2001	2.6000	0.8320	2.7300	0.8580	2.3400	0.7540	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2002	2.3400	0.7540	2.6000	0.8320	1.9500	0.6240	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2003	0.0000	0.0000	1.5600	0.4940	1.8200	0.5720	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2004	2.6000	0.8320	2.7300	0.8580	2.3400	0.7540	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2005	2.3400	0.7540	2.6000	0.8320	1.9500	0.6240	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2006	1.6900	0.5460	0.0000	0.0000	1.8200	0.5720	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2007	2.6000	0.8320	2.7300	0.8580	2.3400	0.7540	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2008	2.3400	0.7540	2.6000	0.8320	1.9500	0.6240	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2009	1.4300	0.4680	1.9500	0.6240	0.0000	0.0000	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2010	2.6000	0.8320	2.2100	0.7020	2.9900	0.9360	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2011	2.6000	0.8320	2.7300	0.8580	2.3400	0.7540	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2012	2.3400	0.7540	2.6000	0.8320	1.9500	0.6240	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2201	2.6000	0.8320	2.7300	0.8580	2.3400	0.7540	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2202	2.3400	0.7540	2.6000	0.8320	1.9500	0.6240	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2203	0.0000	0.0000	1.5600	0.4940	1.8200	0.5720	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2204	2.6000	0.8320	2.7300	0.8580	2.3400	0.7540	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2205	2.3400	0.7540	2.6000	0.8320	1.9500	0.6240	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2206	1.6900	0.5460	0.0000	0.0000	1.8200	0.5720	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2207	2.6000	0.8320	2.7300	0.8580	2.3400	0.7540	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2208	2.3400	0.7540	2.6000	0.8320	1.9500	0.6240	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2209	1.4300	0.4680	1.9500	0.6240	0.0000	0.0000	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2210	2.6000	0.8320	2.2100	0.7020	2.9900	0.9360	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2211	2.6000	0.8320	2.7300	0.8580	2.3400	0.7540	0	2	0.72	0.72	0.72	2.96	2.96	2.96
#2212	2.3400	0.7540	2.6000	0.8320	1.9500	0.6240	0	2	0.72	0.72	0.72	2.96	2.96	2.96
;

param :	Ol:		Raa			Xaa			Rbb			Xbb			Rcc			Xcc			Rab			Xab			Rac			Xac			Rbc			Xbc			Nivel_l		Imax :=
#888	    4	    0.104564091	0.104368542	0.103547235	0.106136307	0.103985265	0.105369754	0.016433958	0.045203163	0.016660795	0.039227178	0.016160189	0.035910663 1			60
#1	    2	    0.070131364	0.070000208	0.069449356	0.071185852	0.069743144	0.070671723	0.011022292	0.030317860	0.011174432	0.026309754	0.010838674	0.024085360 1			60
#2	    3	    1.305658636	1.303216875	1.292961477	1.325290398	1.298431023	1.315718693	0.205205625	0.564437557	0.208038068	0.489817330	0.201787159	0.448405057 1			60
#3	    4	    0.339212121	0.248081818	0.336698788	0.250999394	0.337788485	0.249733939	0.040898788	0.113223030	0.041461212	0.100023636	0.040213333	0.092061818 1			60
#3	    5	    1.519090909	1.516250000	1.504318182	1.541931818	1.510681818	1.530795455	0.238750000	0.656704545	0.242045455	0.569886364	0.234772727	0.521704545 1			60
#5	    6	    0.880313182	0.878666875	0.871752386	0.893549489	0.875440114	0.887095966	0.138355625	0.380560284	0.140265341	0.330249148	0.136050795	0.302327784 1			60
#6	    7	    0.002531818	0.002527083	0.002507197	0.002569886	0.002517803	0.002551326	0.000397917	0.001094508	0.000403409	0.000949811	0.000391288	0.000869508 1			60
#7	    8	    0.012659091	0.012635417	0.012535985	0.012849432	0.012589015	0.012756629	0.001989583	0.005472538	0.002017045	0.004749053	0.001956439	0.004347538 1			60
#8	    9	    0.100155303	0.073248295	0.099413220	0.074109735	0.099734962	0.073736098	0.012075720	0.033430076	0.012241780	0.029532841	0.011873333	0.027182045 1			60
#8	    10	    0.413699091	0.412925417	0.409675985	0.419919432	0.411409015	0.416886629	0.065019583	0.178842538	0.065917045	0.155199053	0.063936439	0.142077538 1			60
#9	    11	    2.816045455	2.059506818	2.795180455	2.083727727	2.804226818	2.073222273	0.339530455	0.939946364	0.344199545	0.830368636	0.333840000	0.764271818 1			60
#10	    12	    0.034179545	0.034115625	0.033847159	0.034693466	0.033990341	0.034442898	0.005371875	0.014775852	0.005446023	0.012822443	0.005282386	0.011738352 1			60
#10	    13	    0.177282197	0.129654830	0.175968655	0.131179640	0.176538163	0.130518277	0.021374905	0.059173674	0.021668845	0.052275284	0.021016667	0.048114205 1			60
#11	    14	    0.804166667	0.588125000	0.798208333	0.595041667	0.800791667	0.592041667	0.096958333	0.268416667	0.098291667	0.237125000	0.095333333	0.218250000 1			60
#12	    15	    0.827904545	0.826356250	0.819853409	0.840352841	0.823321591	0.834283523	0.130118750	0.357903977	0.131914773	0.310588068	0.127951136	0.284328977 1			60
#15	    16	    0.021267273	0.021227500	0.021060455	0.021587045	0.021149545	0.021431136	0.003342500	0.009193864	0.003388636	0.007978409	0.003286818	0.007303864 1			60
#16	    17	    1.492000455	1.489210208	1.477491174	1.514434034	1.483741326	1.503496269	0.234492292	0.644993314	0.237728977	0.559723390	0.230585947	0.512400814 1			60
#16	    18	    1.364524621	0.997941193	1.354414413	1.009677519	1.358797860	1.004587064	0.164520663	0.455454280	0.166783087	0.402358011	0.161763333	0.370330568 1			60
#17	    19	    0.002531818	0.002527083	0.002507197	0.002569886	0.002517803	0.002551326	0.000397917	0.001094508	0.000403409	0.000949811	0.000391288	0.000869508 1			60
#19	    20	    0.003655303	0.002673295	0.003628220	0.002704735	0.003639962	0.002691098	0.000440720	0.001220076	0.000446780	0.001077841	0.000433333	0.000992045 1			60
#20	    22	    0.617746212	0.451786932	0.613169129	0.457100189	0.615153598	0.454795644	0.074481629	0.206192803	0.075505871	0.182155114	0.073233333	0.167655682 1			60
4	    401	    0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000 999			120
401	    402	    0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659 2			120
402	    403	    0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659 2			120
403	    404	    0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659 2			120
404	    405	    0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659 2			120
405	    406	    0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659 2			120
406	    407	    0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659 2			120
407	    408	    0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659 2			120
407	    409	    0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614 2			120
407	    410	    0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614 2			120
406	    411	    0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614 2			120
406	    412	    0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614 2			120
#14	    1401	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	999			120
#1401	1402	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1402	1403	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1403	1404	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1404	1405	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1405	1406	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1406	1407	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1407	1408	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1407	1409	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#1407	1410	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#1406	1411	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#1406	1412	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#13	    1301	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	999			120
#1301	1302	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1302	1303	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1303	1304	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1304	1305	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1305	1306	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1306	1307	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1307	1308	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1307	1309	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#1307	1310	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#1306	1311	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#1306	1312	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#17	    1701	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	999			120
#1701	1702	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1702	1703	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1703	1704	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1704	1705	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1705	1706	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1706	1707	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1707	1708	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#1707	1709	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#1707	1710	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#1706	1711	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#1706	1712	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#20	    2001	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	999			120
#2001	2002	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2002	2003	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2003	2004	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2004	2005	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2005	2006	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2006	2007	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2007	2008	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2007	2009	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#2007	2010	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#2006	2011	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#2006	2012	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#22	    2201	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	0.025344000	0.069120000	999			120
#2201	2202	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2202	2203	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2203	2204	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2204	2205	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2205	2206	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2206	2207	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2207	2208	0.053168182	0.053068750	0.052651136	0.053967614	0.052873864	0.053577841	0.008356250	0.022984659	0.008471591	0.019946023	0.008217045	0.018259659	2			120
#2207	2209	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#2207	2210	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#2206	2211	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
#2206	2212	0.037977273	0.037906250	0.037607955	0.038548295	0.037767045	0.038269886	0.005968750	0.016417614	0.006051136	0.014247159	0.005869318	0.013042614	2			120
;

param : Ot: 	fdem		Tout		Irradiacao_sem_nuvem	tarifa_branca:=
1	0.78	26.90	0.00	0.84
2	0.77	26.73	0.00	0.84
3	0.76	26.55	0.00	0.84
4	0.75	26.38	0.00	0.84
5	0.74	26.20	0.00	0.84
6	0.73	25.95	0.00	0.84
7	0.73	25.70	0.00	0.84
8	0.72	25.45	0.00	0.84
9	0.71	25.20	0.00	0.84
10	0.71	25.05	0.00	0.84
11	0.71	24.90	0.00	0.84
12	0.70	24.75	0.00	0.84
13	0.70	24.60	0.00	0.84
14	0.70	24.48	0.00	0.84
15	0.70	24.35	0.00	0.84
16	0.70	24.23	0.00	0.84
17	0.69	24.10	0.00	0.84
